Title,Link,Company,Salary,Locations,Level,Year of Experience,Contract Type,Sex,Skills
"Kỹ Sư Vận Hành Ứng Dụng Java Mức Lương 1,500$",https://www.topcv.vn/viec-lam/ky-su-van-hanh-ung-dung-java-muc-luong-1-500/1264034.html?ta_source=ITJobs_LinkDetail,Công ty TNHH sản xuất và thương mại Ninh Thanh,"800 - 1,500 USD",Hà Nội,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"Kinh nghiệm từ 2 đến 3 năm làm việc trong vai trò vận hành và duy trì các ứng dụng Java.Hiểu biết về các công nghệ và framework Java như Spring, Hibernate.Kiến thức cơ bản về quản lý hệ thống Linux và mạng máy tính.Kinh nghiệm với các công cụ quản lý mã nguồn và triển khai như Git, Jenkins hoặc các công cụ CI/CD khác.Khả năng làm việc độc lập và trong môi trường làm việc đa nhóm.Sẵn lòng học hỏi và nắm bắt các công nghệ mới."
"Middle Backend Dev (Java, Spring, SQL) - Thu Nhập 25 Triệu Đến 35 Triệu",https://www.topcv.vn/viec-lam/middle-backend-dev-java-spring-sql-thu-nhap-25-trieu-den-35-trieu/1262907.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN CÔNG NGHỆ AIT,25 - 35 triệu,Hà Nội,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,"Tốt nghiệp ĐH (bắt buộc) chuyên ngành CNTT, Toán Tin, hoặc tương đương.• Có >=3 năm kinh nghiệm Java, Spring. • Nắm vững khái niệm Object Oriented Programming (OOP), MVC. • Nắm vững kiến thức về cấu trúc dữ liệu và giải thuật. • Đã sử dụng một trong các database: Oracle, MySQL, PostgresQL, MongoDB. • Có kiến thức và kinh nghiệm xây dựng RESTful web services, web services, event-driven message. • Sử dụng thành thạo một số công cụ: Git, Jira, ... • Có khả năng tự học tốt, tư duy tốt, chịu được áp lực công việc cao. • Có khả năng nghiên cứu và giải quyết công việc độc lập. • Đam mê công việc, tích cực tìm hiểu các kiến thức mới; • Ưu tiên có kiến thức và kinh nghiệm công nghệ Kafka, Microservice là một lợi thế; • Ưu tiên có kiến thức và kinh nghiệm triển khai về K8s, docker là một lợi thế;"
DevOps Engineer - Tại Hà Nội - Thu Nhập Hấp Dẫn,https://www.topcv.vn/viec-lam/devops-engineer-tai-ha-noi-thu-nhap-hap-dan/1223838.html?ta_source=ITJobs_LinkDetail,Công Ty TNHH LG CNS VIỆT NAM,Thoả thuận,Hà Nội,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,"o Tốt nghiệp Đại học các chuyên ngành IT, Khoa học máy tính..., giao tiếp tiếng Anh cơ bản ( Toiec 550 trở lên hoặc tương đương)o Có kinh nghiệm xây dựng các hệ thống dựa trên đám mây công cộng (mạng ảo, VM, lưu trữ, sao lưu, v.v.)o Có kinh nghiệm vận hành hệ điều hành dựa trên Linuxo Có kinh nghiệm sử dụng các công cụ tự động hóa dựa trên IaC như Terraform và Packero Có kinh nghiệm xây dựng/vận hành CI/CD ToolChain như Gitlab, Jenkins, Nexus, v.v.o Thành thạo các ngôn ngữ script như Python và Bash ScriptƯu tiên• Có kinh nghiệm về Docker, K8S• Giao tiếp tiếng Hàn"
"Account Manager ( Hồ Chí Minh, Hà Nội)",https://www.topcv.vn/viec-lam/account-manager-ho-chi-minh-ha-noi/1221748.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH CLOUD ACE,Thoả thuận,"Hồ Chí Minh, Hà Nội",Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"Graduated from University with a major in Information Technology, International Economics, International Trade or equivalent;Have 3 years of experience in sales, B2B business;Have two years of working experience in IT: hardware (server, DELL server, HP, etc.), software (SAP, etc.);Good communication skills in English;Agile, proactive, persistent. Responsible for work, passionate about business;Ability to present at conferences and events.Prioritize:Experience in FSI and Cloud fields.Having a good understanding of Vietnam & International Cloud services. Especially having a good understanding of public Cloud services such as Google Cloud, AWS, etc."
Kỹ Sư Phát Triển Phần Mềm Nhúng Matlab/Simulink Tại HCM/ Nhật Bản - Lương Upto 70M,https://www.topcv.vn/viec-lam/ky-su-phat-trien-phan-mem-nhung-matlab-simulink-tai-hcm-nhat-ban-luong-upto-70m/1261787.html?ta_source=ITJobs_LinkDetail,CTY TNHH R TECHNO VIỆT NAM,30 - 66.4 triệu,"Hồ Chí Minh, Nước Ngoài",Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"◆Yêu cầu bắt buộc - Phát triển phần mềm nhúng sử dụng Matlab / Simulink- Kỹ năng tạo hồ sơ thiết kế phần mềm (thiết kế kiến trúc, thiết kế chi tiết)Trường hợp làm tại nhật : Tiếng nhật N3 trở lênTrường hợp làm tại Việt nam: Tiếng nhật N4◆Ưu tiên:- Phát triển phần mềm nhúng sử dụng ngôn ngữ C- Phát triển phần mềm nhúng cho các bộ phận trên xe (2 bánh, 4 bánh)- Phát triển phần mềm điều khiển quản lý pin hoặc là điều khiển động cơ- Kiến thức liên quan đến phần cứng- Có thể hiểu tài liệu hướng dẫn MPU (bộ vi xử lý)"
Giảng Viên Digital Marketing,https://www.topcv.vn/brand/fptedu/tuyen-dung/giang-vien-digital-marketing-j1247600.html?ta_source=ITJobs_LinkDetail,TỔ CHỨC GIÁO DỤC FPT,Thoả thuận,Hà Nội,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"Tốt nghiệp đại học trở lên các chuyên ngành Thương mại điện tử, QTKD, Marketing, nhóm ngành kinh tế và công nghệ thông tin; Ưu tiên các ứng viên tốt nghiệp chuyên ngành TMĐT và MarketingKinh nghiệm làm việc thực tế trên 1 nămCó kinh nghiệm thực tế triển khai các hoạt động của Thương mại điện tử và Digital Marketing: làm SEO, PPC, Social media, Content marketing, Mobile marketing, Email marketing; Hoạch định chiến lược Marketing số; Quản trị website; Kinh doanh điện tửSử dụng được các công cụ hỗ trợ (Google Analytics, Google search console, Google ads, Facebook ads, công cụ nghiên cứu từ khoá, công cụ lắng nghe mạng xã hội,...)Có tư duy và kiến thức nền tảng về Marketing và kinh doanhCó kỹ năng sư phạmTận tâm, nhiệt huyết với công việc giảng dạy và môi trường sư phạmCập nhật thường xuyên các xu thế phát triển trong lĩnh vực Digital MarketingƯu tiên các ứng viên có kinh nghiệm thực tiễn và đang công tác trong lĩnh vực Thương mại điện tử, Digital Marketing"
IT System Admin (On-Premise),https://www.topcv.vn/viec-lam/it-system-admin-on-premise/1226111.html?ta_source=ITJobs_LinkDetail,Công Ty TNHH LG CNS VIỆT NAM,Thoả thuận,Hà Nội,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"Tốt nghiệp đại học , có chứng chỉ liên quanCó kiến thức và kinh nghiệm vận hành On-premise các server Windows, Linux, UnixCó kiến thức cơ bản về vận hành máy chủ và lưu trữCó kiến thức cơ bản và sử dụng hoạt động của phần mềm trung gian (WEB/WAS)Có khả năng sử dụng PowerShell, Bash, Python"
Technical Support Engineer (IT Background),https://www.topcv.vn/viec-lam/technical-support-engineer-it-background/1255319.html?ta_source=ITJobs_LinkDetail,Công ty TNHH ITECHWX,"800 - 1,200 USD",Hồ Chí Minh,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Proficient in English (4 skills) Available for night shifts At least 6 months of experience (Freshers are welcome with a good learning ability and working attitude) Experience or knowledge in SQL or Basic programming language skills is a must Customer service mindset
"Fullstack Developer (Java, ReactJS)",https://www.topcv.vn/viec-lam/fullstack-developer-java-reactjs/1237386.html?ta_source=ITJobs_LinkDetail,Công Ty TNHH LG CNS VIỆT NAM,Thoả thuận,Hà Nội,,,,,
Rookie To Engineer (Manual & Automation Testing Trainee),https://www.topcv.vn/viec-lam/rookie-to-engineer-manual-automation-testing-trainee/1224695.html?ta_source=ITJobs_LinkDetail,NashTech,Thoả thuận,"Hồ Chí Minh, Hà Nội",Thực tập sinh,Không yêu cầu kinh nghiệm,Thực tập,Không yêu cầu,"Who Should Join The Program?Final year university students and fresh graduates majoring in Software Engineering Computer Science, Information Systems,... or IT-related fields;Can commit full-time throughout the three-month training period;Tech enthusiasts who are passionate, disciplined, responsible, and eager to learn;English capability is preferred."
