,Title,Link,Company,Size company,Salary,Locations,Level,Year of Experience,Contract Type,Sex,Skills
2079,Senior Front-End Developer,https://www.topcv.vn/viec-lam/senior-front-end-developer/1251710.html?ta_source=ITJobs_LinkDetail,Công ty TNHH Thu phí tự động VETC,500-1000 nhân viên,35 - 50 triệu,Hà Nội,Nhân viên,5 năm,Toàn thời gian,Không yêu cầu,"Bằng tốt nghiệp Đại học chuyên ngành Khoa học Máy tính/ Công nghệ thông tin/ Toán-Tin ứng dụng hoặc tương đương.Yêu cầu từ 5 năm kinh nghiệm lập trình, phát triển phần mềm Web/ App (ReactJS, RestFull/JSON, HTML/CSS, JavaScript, TypeScript).Kinh nghiệm phát triển Web/App dựa trên kiến trúc Micro Front End.Mạnh về kỹ thuật, phân tích và xử lý vấn đề.Mạnh về lập trình hướng đối tượng/ OOP và các design pattern sử dụng cho WebApp hiểu biết về Sync và Async.Quen thuộc với việc phát triển phần mềm dựa trên phương pháp Agile.Kinh nghiệm quản lý nhóm lập trình từ 3 team member trở lên.Có kinh nghiệm trong các lĩnh vực công nghệ sau sẽ là một lợi thế: Trung gian thanh toán/ Ví điện tử.Có kinh nghiệm phát triển các hệ thống chịu tải cao, số lượng transaction lớn lên tới 1-2 triệu transaction/1 ngày.Tinh thần trách nhiệm cao cả về chất lượng thiết kế, kiến trúc, code và tiến độ delivery.Ưu tiên kinh nghiệm làm việc với Docker/Container/ K8s."
2080,Chuyên Viên Cao Cấp Quản Lý Dự Án,https://www.topcv.vn/viec-lam/chuyen-vien-cao-cap-quan-ly-du-an/1319439.html?ta_source=ITJobs_LinkDetail,Công ty CP Kinh doanh F88,5000+ nhân viên,Thoả thuận,Hồ Chí Minh,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"1. Trình độ Học vấnTốt nghiệp Đại học chuyên ngành Kinh Tế, Tài Chính - Ngân hàng hoặc Marketing.2. Kiến thức/ Chuyên môn Có Liên QuanAm hiểu về Tài chính/ Fintech.Kiến thức về quản trị - vận hành dự án và kinh nghiệm làm việc đa phòng ban trong công ty.3. Các Năng lựca. Năng lực chungTổ chức, sắp xếp và quản lý thời gian công việc.Quản lý xung đột.Kỹ năng giao tiếp, thuyết phục.b. Năng lực chuyên môn nghiệp vụPhân tích, đánh giá tình huống rủi ro khi ra quyết định.Kỹ năng văn phòng : Word, Excel, Power Point thành thạo, SQL.Tư duy logic, hệ thống với số liệu.4. Các Kinh nghiệm liên quanTối thiểu 2 năm kinh nghiệm về quản lý dự án - ngân sách/ chương trình quy mô lớn.Tối thiểu 1.5 năm kinh nghiệm về vận hành.5. Các yêu cầu khác:Chứng chỉ về Tài Chính/Quản lý dự án là 1 lợi thế lớn.Làm việc ở các công ty Công Nghệ Fintech, Tài chính Kiểm toán là 1 lợi thế."
2081,Senior .Net Developer,https://www.topcv.vn/viec-lam/senior-net-developer/1170144.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH SOFT WORLD VIỆT NAM,25-99 nhân viên,Thoả thuận,Hồ Chí Minh,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,"Qualifications:Bachelor's degree in Computer Science, Engineering, or a related field (or equivalent experience).Proven experience in web application development using .NET Framework and C#.Strong understanding of web technologies including HTML, CSS, JavaScript, and front-end frameworks (e.g., React, Angular, or Vue.js).Familiarity with database design and SQL.Experience working with version control systems, preferably Git.Knowledge of software development best practices, coding standards, and design patterns.Ability to work effectively in a collaborative team environment.Excellent problem-solving and communication skills.Attention to detail and a commitment to producing high-quality work.Preferred:Experience with ASP.NET Core.Knowledge of RESTful API development.Familiarity with cloud platforms such as Azure or AWS.Previous experience working in an Agile development environment."
2082,Thực Tập Sinh Game 2D Artist,https://www.topcv.vn/viec-lam/thuc-tap-sinh-game-2d-artist/1005544.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN TECHASIANS,nhân viên,Thoả thuận,Hà Nội,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"• Có đồ án, sản phẩm 2D, tư duy thiết kế tạo hình . • Có kỹ năng vẽ tay, có mắt thẩm mỹ tốt, nhìn màu sắc tốt...• Sử dụng được: Wacom, Photoshop, Adobe Illastrator, Figma• Yêu thích game nói chung và game mobile nói riêng."
2083,Fresher Tester,https://www.topcv.vn/viec-lam/fresher-tester/1014904.html?ta_source=ITJobs_LinkDetail,Công ty Cổ phần Giải pháp Công nghệ Kim Cương,25-99 nhân viên,7 - 10 triệu,Hà Nội,Nhân viên,Dưới 1 năm,Toàn thời gian,Nữ,"Độ tuổi từ 98- 2002 ( ưu tiên ứng viên có kinh nghiệm)Tốt nghiệp CĐ, ĐH ngành CNTT hoặc được đào tạo qua khóa học TesterCó hiểu biết về quy trình phần mềm, các giai đoạn kiểm thử và các kỹ thuật kiểm thửKhả năng đọc – hiểu và phân tích yêu cầu dự ánCó tư duy logic tốt, nắm bắt nghiệp vụ nhanh, tinh thần trách nhiệm cao.Có kỹ năng về giao tiếp, khả năng truyền đạt, hướng dẫn các chức năng của phần mềmBiết về lập trình là 1 lợi thếCó trách nhiệm, tính chủ động cao trong công việc, chịu được áp lựcThái độ cầu tiến, ham học hỏiThực hiện và tuân thủ đầy đủ các qui định chung về kỷ luật lao độngKhuyến khích tham gia các hoạt động văn hoá phong trào, du lịch nghỉ mát của công ty"
2084,Frontend Developer (Middle/Senior),https://www.topcv.vn/viec-lam/frontend-developer-middle-senior/1244058.html?ta_source=ITJobs_LinkDetail,Công ty Cổ phần Thời Trang Yody,5000+ nhân viên,Thoả thuận,Hà Nội & 2 nơi khác,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"- Bachelor‘s degree in Software Development or a related field.- 2+ years of experience in building complex web applications with React or Vue.js- Strong proficiency in TypeScript and its integration with frontend frameworks.- In-depth knowledge of component-based architecture and best practices.- Proficiency in state management libraries (Redux, Vuex, etc.).- Experience with build tools (Webpack, Vite, Turbopack). Proficiency in linting and formatting tools (ESLint, Prettier).- Experience in integrating with various backend technologies and APIs.- Strong understanding of UI/UX principles and responsive design.- Enthusiasm for learning and a problem-solving mindset. Ability to mentor and guide junior engineers."
2085,Java Developer,https://www.topcv.vn/viec-lam/java-developer/1316989.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH HUMAN CAPITAL PARTNERS,25-99 nhân viên,10 - 15 triệu,Hà Nội,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,"Có ít nhất 6 tháng làm dự án thực tế với Java core/Spring framework, Hibernate & JPA, HTML5/CSS, Bootstrap, Jquery/Ajax,Nắm được mô hình OOP, MVC, Rest API, Webservice..Có hiểu biết nền tảng sau là 1 lợi thế: Domain Driven Design, jQuery, CSS, HTMLƯu tiên có kinh nghiệm sử dụng các database như MongoDB, MySQL, Postgresql, Redis, Memcached, Elastic search...Nắm được các quy trình phát triển sản phẩm và các công cụ quản lý source code (Git/SVN)Nắm được kiến thức về phân tích, thiết kế và tối ưu hoá hệ thốngCó hiểu biết hoặc đã từng làm ReactJS, Vuejs, Angular Js Ưu tiên ứng viên có kiến thức xử lý đa luồng, xử lý bất đồng bộ và tối ưu hóa performanceCó kinh nghiệm làm dự án Japan là lợi thếWilling làm các ngôn ngữ mới nếu dự án yêu cầu.Tiếng Anh đọc tài liệu tốt."
2086,Thực Tập Sinh Python,https://www.topcv.vn/viec-lam/thuc-tap-sinh-python/1157799.html?ta_source=ITJobs_LinkDetail,Công ty TNHH 1 thành viên công nghệ và truyền thông 3i,25-99 nhân viên,Thoả thuận,Hà Nội,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"• Là sinh viên đã tốt nghiệp chuyên ngành Công nghệ thông tin, Toán tin, Khoa học máy tính, Kỹ thuật phần mềm, Điện tử viễn thông... hoặc các chuyên ngành có liên quan.• Bắt buộc phải làm việc FULLTIME.• Nắm vững những kiến thức lập trình cơ bản Web (HTML, CSS, Database...), sử dụng Python từ 4 tháng, biết về GIT.• Tư duy lập trình tốt và có niềm đam mê công nghệ và muốn phát triển trong lĩnh vực này.• Có khả năng Tiếng Anh tự đọc và tìm hiểu tài liệu.• Chịu khó tìm tòi học hỏi, tác phong làm việc chuyên nghiệp, năng động, cầu tiến, có trách nhiệm với công việc."
2087,"Lập Trình Viên .Net Core, Angular",https://www.topcv.vn/viec-lam/lap-trinh-vien-net-core-angular/1195098.html?ta_source=ITJobs_LinkDetail,Công ty TNHH 1 thành viên công nghệ và truyền thông 3i,25-99 nhân viên,Thoả thuận,"Hà Nội, Hồ Chí Minh",Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"– Từ 3-5 năm kinh nghiệm làm việc với ngôn ngữ lập trình C, .Net Core– Angular. Bao gồm code base có sẵn và các plugin tự viết thêm, HTML 5, CSS3, typescript , OOP, plugin...– .NET Core, sử dụng entity framework core..– Sử dụng các Pattern sau: Repository Pattern/UnitOfWork, IoC/DI, Service Pattern, API Pattern, Command Pattern(cho đồng bộ dữ liệu).– Cấu trúc code base theo Onion Architecture.– Quản lý code bằng GIT, TFS.– Mô hình triển khai theo microservice, ưu tiên biết sử dụng kèm MQ để đồng bộ dữ liệu.– Database: MS SQL Server, Oracle. Chạy mô hình HA.- Có khả năng tìm hiểu công nghệ, đọc hiểu tài liệu tiếng anh- Có tinh thần trách nhiệm, nhanh nhẹn, nghiêm túc trong công việc"
2088,Full Stack Developer/BE/FE,https://www.topcv.vn/viec-lam/full-stack-developer-be-fe/1085867.html?ta_source=ITJobs_LinkDetail,công ty TNHH Godgroup,100-499 nhân viên,10 - 30 triệu,Bắc Ninh,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"Độ tuổi: 20-27 tuổi Giới tính: Nam/NữTrình độ học vấn: Tốt nghiệp hoặc đang học đại học chuyên ngành CNTT, Máy tính, phần mềm....Trình độ ngoại ngữ: Toeic > 500 hoặc các chứng chỉ khác tương đương. Đọc hiểu tiếng Anh tốt.Thành thạo 1 trong các ngôn ngữ Go/NodeJS/PHP...Mong muốn học kinh nghiệm xây dựng sản phẩm, ứng dụng scale lớn.Ưu tiên ứng viên có kinh nghiệm xây dựng các ứng dụng web quy mô lớn."
2089,Lập Trình Viên Java Fullstack,https://www.topcv.vn/viec-lam/lap-trinh-vien-java-fullstack/1272480.html?ta_source=ITJobs_LinkDetail,Công ty cổ phần phần mềm REVOTECH,25-99 nhân viên,Tới 30 triệu,Hà Nội,Nhân viên,3 năm,Toàn thời gian,Nam,"• Tốt nghiệp Đại học các chuyên ngành liên quan như công nghệ thông tin, an toàn thông tin, khoa học máy tính,... • Có ít nhất từ 03 năm kinh nghiệm thực tế trong lập trình phần mềm về ứng dụng Web với Java fullstack • Hiểu ngôn ngữ lập trình Java/J2EE, Spring/ Spring Boot • Kinh nghiệm làm việc với một số loại cơ sở dữ liệu DBMS: MS SQL Server, Oracle, MySQL, Postgres • Kinh nghiệm làm việc với một trong các công nghệ JavaScript: AngularJS, React, VueJS, JQuery, ... • Có khả năng sử dụng build tool Maven, Gradle. • Ưu tiên có kinh nghiệm java struts, jsp • Có khả năng xử lý tình huống tốt, cẩn thận, trách nhiệm cao trong công việc • Có khả năng làm việc độc lập, làm việc nhóm. • Có thể onsite khi dự án yêu cầu SKILL TAGS: Java, J2EE, Spring, JS Framework"
2090,Senior Software Engineer,https://www.topcv.vn/viec-lam/senior-software-engineer/1147616.html?ta_source=ITJobs_LinkDetail,Công ty cổ phần Tokyo Tech Lab Việt nam,25-99 nhân viên,Thoả thuận,Hà Nội,Trưởng nhóm,5 năm,Toàn thời gian,Không yêu cầu,"Tốt nghiệp đại học chuyên ngành công nghệ thông tin, có tối thiểu 5 năm kinh nghiệm ở các dự án phát triển phần mềm với vai trò kỹ sư / lập trình viênThành thạo một hoặc nhiều trong số những ngôn ngữ lập trình / nền tảng sau: JavaScript/TypeScript (Node.js), Java, Python, Golang, PHP, RubyCó kinh nghiệm với một hoặc nhiều trong số các framework / thư viện phổ thông như React.js, Vue.js, Next.js, Nest.js / Express.js, Spring Boot, Laravel, Gin-gonic, Django, Ruby on Rails, OdooCó kinh nghiệm với một hoặc nhiều hệ quản trị cơ sở dữ liệu như Microsoft SQL Server, Oracle, MySQL, PostgreSQL, MongoDB, search engine (ElasticSearch, Solr)Có kinh nghiệm sử dụng Docker, cài đặt CI/CD tool, orchestration tool (Kubernetes, Nomad, Docker Swarm...), triển khai hạ tầng dự án (On-premise hoặc Cloud như AWS / Azure / GCP), quen thuộc với hệ điều hành LinuxThành thạo các công cụ quản lý mã nguồn (Git, SVN) và quản lý dự án (JIRA, Backlog, Asana, Notion...)Giao tiếp tốt bằng tiếng Anh và/hoặc tiếng Nhật / tiếng Hàn QuốcLuôn sẵn sàng học hỏi và tiếp nhận công nghệ mới, ngôn ngữ lập trình mớiCó kinh nghiệm quản lý đội nhóm kỹ thuật hoặc quản lý điều phối nhân sự, lập kế hoạch dự án phát triển phần mềm là một lợi thế lớn; luôn cởi mở tương tác phối hợp đội nhóm"
2091,Thực Tập Sinh Android,https://www.topcv.vn/viec-lam/thuc-tap-sinh-android/373891.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH MONSTARLAB VIỆT NAM,500-1000 nhân viên,Tới 5 triệu,Hà Nội,Thực tập sinh,Không yêu cầu kinh nghiệm,Thực tập,Không yêu cầu,"• Sinh viên năm cuối các trường chuyên CNTT như ĐH Bách Khoa, HV Bưu Chính Viễn Thông, ĐH Công Nghệ, ĐH Khoa Học Tự Nhiên• Có định hướng và yêu thích, đam mê lập trình• Khả năng tư duy, tìm tòi, học hỏi nhanh, làm việc độc lập, chủ động trong công việc"
2092,Thực Tập Sinh IOS,https://www.topcv.vn/viec-lam/thuc-tap-sinh-ios/368396.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH MONSTARLAB VIỆT NAM,500-1000 nhân viên,Tới 5 triệu,Hà Nội,Thực tập sinh,Không yêu cầu kinh nghiệm,Thực tập,Không yêu cầu,"• Sinh viên năm cuối các trường CNTT như ĐH Bách Khoa, ĐH Công Nghệ, ĐH Tự Nhiện, HV Bưu Chính Viễn Thông• Có định hướng và yêu thích, đam mê lập trình• Khả năng tư duy, tìm tòi, học hỏi nhanh, làm việc độc lập, chủ động trong công việc"
2093,Thực Tập Sinh Front - End,https://www.topcv.vn/viec-lam/thuc-tap-sinh-front-end/368415.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH MONSTARLAB VIỆT NAM,500-1000 nhân viên,Tới 5 triệu,Hà Nội,Thực tập sinh,Không yêu cầu kinh nghiệm,Thực tập,Không yêu cầu,"• Sinh viên năm cuối các trường ĐH Bách Khoa, HV Bưu Chính, Viễn Thông, ĐH Công Nghệ, ĐH Khoa học tự nhiên.• Có định hướng và yêu thích, đam mê lập trình• Khả năng tư duy, tìm tòi, học hỏi nhanh, làm việc độc lập, chủ động trong công việc"
2094,Kỹ Sư Hệ Thống,https://www.topcv.vn/viec-lam/ky-su-he-thong/145700.html?ta_source=ITJobs_LinkDetail,Công ty Cổ phần Công nghệ Tiên Phát - VP Đà Nẵng,25-99 nhân viên,Thoả thuận,Đà Nẵng,Nhân viên,1 năm,Toàn thời gian,Nam,"- Nam, có kỹ năng giao tiếp, trung thực, có tinh thần học hỏi, làm việc nhóm.
- Có kiến thức thực tế tốt về lĩnh vực quản trị mạng máy tính, CNTT, viễn thông Internet.
- Có trách nhiệm với công việc, chịu được áp lực cao, có tính kỷ luật trong công việc.- Tốt nghiệp từ cao đẳng chuyên ngành CNTT, ĐT-VT hoặc tương đương.
- Có kiến thức networking, routing, switching, ...
- Có kiến thức, kinh nghiệp về hệ điều hành Windows, Unix, Linux, DNS, LDAP, ...
- Có kiến thức, kinh nghiệp về coding, lập trình, CSDL, ... là một lợi thế.
- Có chứng chỉ Cisco, Juniper, Microsoft hoặc tương đương là một lợi thế."
2095,Business Analyst,https://www.topcv.vn/viec-lam/business-analyst/1252050.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN TINASOFT VIỆT NAM,100-499 nhân viên,8 - 15 triệu,Hà Nội,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"Có kinh nghiệm làm việc ở vị trí Business Analyst. Có kiến thức tốt về quy trình phát triển phần mềmKỹ năng phân tích kinh doanh mạnh mẽ và đầu óc logic. Có khả năng nắm bắt hệ thống phần mềm phức tạp và học hỏi nhanhKhả năng truyền đạt những ý tưởng phức tạp một cách rõ ràng và hiệu quảCần có tài liệu thiết kế tốt. Kinh nghiệm viết tài liệu rõ ràng, ngắn gọnKiến thức UML tốt là một tài sản lớn.Kỹ năng giao tiếp, trình bày và quản lý tốt.Nhiệt tình, có trách nhiệm, sẵn sàng học hỏi những điều mới và khả năng làm việc dưới áp lực, sẵn sàng làm việc bất cứ lúc nào.Có tiếng Anh tốt là một lợi thế."
2096,Team Lead Java,https://www.topcv.vn/viec-lam/team-lead-java/1282195.html?ta_source=ITJobs_LinkDetail,Công ty cổ phần Công nghệ VISSOFT,100-499 nhân viên,Thoả thuận,Hà Nội,Trưởng nhóm,3 năm,Toàn thời gian,Không yêu cầu,"Nắm chắc cấu trúc dữ liệu, giải thuật và mạngHiểu về lập trình hướng đối tượng và design patternCó ít nhất 3 năm kinh nghiệm ở vị trí lập trình Java BackendThành thạo Java Core cũng như Spring framework : Spring Core, Spring Boot, Spring Security.Có kinh nghiệm làm việc với RDBMS và NoSQLCó kinh nghiệm thiết kế và phát triển các hệ thống lớn, tải caoCó kinh nghiệm làm việc với server Linux Có kinh nghiệm thiết kế, xây dựng các sản phẩm yêu cầu hiệu năng cao.Sử dụng thành thạo RESTful APIs và các cơ chế xác thực danh tính (Cookies, JWT) Tư duy sáng tạo, có khả năng nắm bắt, học hỏi kỹ thuật mới nhanh, làm việc tự chủ và làm việc theo nhóm. Có kinh nghiệm làm việc với Devops, CI/CD,...Có kinh nghiệm quản lý team, đào tạo các thành viên khác.Ưu tiên các ứng viên: Có kinh nghiệm làm tại vị trí Dev Lead, Technical Lead Tiếng Anh giao tiếpCó thể làm Fullstack"
2097,Delivery Manager | T1013,https://www.topcv.vn/viec-lam/delivery-manager-t1013/1319380.html?ta_source=ITJobs_LinkDetail,Công ty TNHH CMC GLOBAL,1000+ nhân viên,Thoả thuận,"Hà Nội, Hồ Chí Minh",Trưởng nhóm,Trên 5 năm,Toàn thời gian,Không yêu cầu,"Bachelor’s Degree in Project Management/IT or related fieldsHaving more than 10 years in software development which is more than 7 years in project management, and program/account management (which have sizes from 20 to 40 members).Have at least 1-year managing project operation.Having knowledge of networks, Database systems, OSs, AWS, and Azure is preferred.Occasional travel either locally, nationally, and/or internationally may be required.High degree of proficiency in MS Office Suite, Outlook & Internet applicationsStrong analytical, prioritizing, interpersonal, problem-solving, presentation, budgeting, project management (from conception to completion), & planning skillsStrong verbal and written communication skills (including analysis, interpretation, & reasoning).Ability to develop and maintain collaborative relationships with peers and colleagues across the organization, as well as, internal and external clientsAbility to work well autonomously and within a team in a fast-paced and deadline-oriented environment.Ability to work with and influence peers and senior managementSelf-motivated with critical attention to detail, deadlines, and reporting"
2098,Analyst Tier 2 SOC,https://www.topcv.vn/viec-lam/analyst-tier-2-soc/1319135.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH CMC CYBER SECURITY,500-1000 nhân viên,Thoả thuận,Hồ Chí Minh,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"-Tốt nghiệp Đại học chuyên ngành CNTT, Điện tử viễn thông,...-Từ 2 năm kinh nghiệm làm việc với các hệ thống giám sát, IDS/IPS , SIEM như Splunk, Surucata, Qradar, OSSEC, Nagios, Zabbix..v.v..-Nắm chắc kiến thức về an toàn thông tin, kiến thức về networking tốt-Làm việc tốt trên môi trường Linux/Unix-Có kiến thức về threat hunting, incident response-Hiểu biết về nền tảng ELK là 1 lợi thế-Code được trong 1 trong các ngôn ngữ Python, Go, PHP, Lua, C/C++..v.v..là 1 lợi thế"
2099,Business Analysis (Ba) Tiếng Nhật,https://www.topcv.vn/viec-lam/business-analysis-ba-tieng-nhat/991213.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH MONSTARLAB VIỆT NAM,500-1000 nhân viên,Tới 50 triệu,Hà Nội,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"4 kỹ năng Nghe - Nói - Đọc - Viết tiếng Nhật ở mức level cao. Kĩ năng truyền đạt tốt Tốt nghiệp đại học có tư duy logic tốt. Kỹ năng logic và xử lý vấn đề tốtHam học hỏi và có khả năng học kiến thức mới nhanh.Chủ động trong công việc và biết cách xử lý tốt tình huống, đối ứng được đa nhiệm (nhiều task một lúc )Có khả năng làm việc độc lậpTừng làm vị trí tương đương là 1 lợi thế.Sử dụng thành thạo tin học văn phòng: MS Words, Excel, Power Point"
2100,SEO Marketing,https://www.topcv.vn/viec-lam/seo-marketing/1221256.html?ta_source=ITJobs_LinkDetail,Công Ty Cổ Phần Dịch Vụ & Phát Triển Công Nghệ Minh Hoàng,25-99 nhân viên,7 - 15 triệu,Thái Nguyên,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"Có kinh nghiệm làm SEO onpage.Ưu tiên ứng viên có kinh nghiệm từ 6 tháng – 1 năm trở lên.Tốt nghiệp CĐ/ĐH về marketing, CNTT hoặc các ngành có liên quan.Có hiểu biết về các công cụ, phần mềm hỗ trợ cho SEO.Có kỹ năng phân tích và giải quyết vấn đề."
2101,QA/QC Associate,https://www.topcv.vn/viec-lam/qa-qc-associate/1319303.html?ta_source=ITJobs_LinkDetail,Công ty Cổ phần Funtap,100-499 nhân viên,18 - 25 triệu,Hà Nội,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,"Tốt nghiệp đại học chuyên ngành Công nghệ thông tin, Kỹ sư phần mềm.Thành thạo các framework Java như Spring Boot, JPA ... và một số design pattern thông dụngTư duy về thiết kế hướng đối tượng và nắm vững kiến thức về cấu trúc dữ liệu và giải thuật, lập trình hướng đối tượng ...Thành thạo SQL, có kiến thức về các hệ quản trị cơ sở dữ liệu MySQL, Postgres, noSQL, có khả năng tối ưu CSDLƯu tiên có hiểu biết về nghiệp vụ tài chính, ham học hỏi tìm tòi sáng tạo cái mới"
2102,Data Analyst,https://www.topcv.vn/viec-lam/data-analyst/1284887.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN GIAO HÀNG TIẾT KIỆM,10000+ nhân viên,10 - 15 triệu,Hà Nội,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"– Have Bachelor degree in Information Systems, Information Management or Information Technology.– Demonstrate competency in handling large data set and relational databases.– Have experience in scripting with SQL, Spark, R/ Python.– Possess logical thinking, detail-oriented, strong organizational skills, ability to multi-task and work independently under tight deadlines.– Work experience as a data analyst is a plus.– Work experience in working with Distributed system is a plus."
2103,Thực Tập Sinh Tester (Tiếng Nhật N4),https://www.topcv.vn/viec-lam/thuc-tap-sinh-tester-tieng-nhat-n4/1318523.html?ta_source=ITJobs_LinkDetail,Công ty TNHH Kiaisoft Việt Nam,100-499 nhân viên,2 - 5 triệu,"Hà Nội, Đà Nẵng",Thực tập sinh,Không yêu cầu kinh nghiệm,Thực tập,Nữ,"Sinh viên năm 3, 4 hoặc mới Tốt nghiệp các trường ĐH chuyên ngành CNTTCó từ 3 tháng kinh nghiệm test phần mềm (đồ án, khóa đào tạo, thực tập,...)Ưu tiên ứng viên có chứng chỉ hoặc tham gia các khóa học về TestCó tiếng Nhật từ N4 trở lên"
2104,Spanish Operator,https://www.topcv.vn/viec-lam/spanish-operator/1319040.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH SCIFATE VN,25-99 nhân viên,15 - 30 triệu,Hồ Chí Minh,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,"2. Job Requirements- Spanish B2 or above with good speaking and writing skills.- Has experience in work (Sales, Business Development, HR,...) or major related - Graduated from University (preferably majoring in Spanish, HR, or Business); - Communication in English well- Well-versed in using office applications (Excel, Word, PowerPoint).- Teamwork, Self-motivated, and result-oriented with good analytical, problem-solving"
2105,On-The-Job Training Application Security,https://www.topcv.vn/viec-lam/on-the-job-training-application-security/1319346.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH PHẦN MỀM FPT HỒ CHÍ MINH,500-1000 nhân viên,3 - 6 triệu,Hồ Chí Minh,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"Proficiency in English for communication and collaborationRequired Technical Skills:In-depth knowledge of application developmentProficiency in at least one programming or scripting language (e.g. Java, PHP, C#, Ruby, Perl, Python, PowerShell)Knowledge of security engineering, computer, and network security Preferred Technical Skills:Experience in Vulnerability Assessment and Penetration Testing across various domains (Infrastructure, Networks, Web Applications, Web Services/APIs, Databases, Mobile Applications, etc.)Experience in software exploit techniques, including reverse engineering, fuzzing, and static analysisBackground in web/mobile developmentEffective interpersonal and communication skills"
2106,IT Service Engineer,https://www.topcv.vn/viec-lam/it-service-engineer/1317257.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH DỊCH VỤ - THƯƠNG MẠI TÂN CƯỜNG MINH,100-499 nhân viên,Thoả thuận,Hồ Chí Minh,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"Tốt nghiệp cao đẳng trở lên, chuyên ngành liên quan đến công nghệ thông tin, như lập trình web, kỹ thuật máy tính, kỹ thuật phần mềm, an toàn thông tin, mạng máy tính,...Thành thạo về hệ điều hành Window và phần mềm ứng dụng IT.Kỹ năng sử dụng các nền tảng điện toán đám mây (ví dụ: AWS, Azure) và các hệ thống quản lý (ví dụ: Git).Có khả năng giải quyết các sự cố, yêu cầu hỗ trợ liên quan đến hệ thống IT một cách nhanh chóng và hiệu quả.Có khả năng nghiên cứu, đề xuất và triển khai các công nghệ, phần mềm mới, phù hợp với nhu cầu và mục tiêu của Công ty.Có khả năng làm việc độc lập hoặc theo nhóm, có tinh thần trách nhiệm và bảo mật cao.Áp dụng linh hoạt ứng dụng CNTT vào hoạt động vận hành và kinh doanh của công ty.Có kinh nghiệm ít nhất 1-2 năm làm việc ở vị trí tương đươngĐã từng làm việc trong lĩnh vực marketing, truyền thông, tổ chức sự kiện là một lợi thếTính bảo mật và chấp hành tốt.Có tinh thần hợp tác, hòa đồng và tôn trọng đồng nghiệp, khách hàng và đối tác.Có thái độ trung thực, nhiệt tình và chuyên nghiệp trong công việc.Có khả năng linh hoạt, cải tiến và chủ động cập nhật kiến thức IT mới nhất.Năng động, sáng tạo và cầu tiến.Có khả năng giao tiếp bằng tiếng Anh là một lợi thế.Chấp nhận đi công tác và làm việc ngoài giờ khi có yêu cầu."
