Title,Link,Company,Salary,Locations,Level,Year of Experience,Contract Type,Sex,Skills
Middle Frontend Developer,https://www.topcv.vn/viec-lam/middle-frontend-developer/1268159.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH VAREAL VIỆT NAM,Tới 30 triệu,Hà Nội,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,"- Thao tác tốt với HTML/CSS và JavaScript - Có ít nhất 03 năm kinh nghiệm lập trình phần mềm Frontend, có sử dụng ReactJS/VueJS - Có kinh nghiệm với mô hình kiểm thử (VD: Jest, Mocha, testing library...) - Hiểu biết sâu về nguyên lý SOLID, các mẫu thiết kế phần mềm và những kỹ thuật tốt nhất trong lập trình - Có kiến ​​thức tốt về databases: MySQL, PostgreSQL - Có kinh nghiệm với các công cụ thiết kế như Sketch, Zeplin, Figma - Tiếng Anh khá- Tốt nghiệp Đại Học chuyên ngành CNTT hoặc các chuyên ngành có liên quan - Ưu tiên ứng viên có kinh nghiệm với Next.js, Nuxt.js, Demo project, code snippers.., AWS hoặc GCP"
Nhân Viên Business Intelligence Specialist (BI/Da),https://www.topcv.vn/viec-lam/nhan-vien-business-intelligence-specialist-bi-da/1091136.html?ta_source=ITJobs_LinkDetail,Công Ty Cổ Phần TMDV 30Shine,8 - 15 triệu,Hà Nội,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"- Ít nhất 1 năm kinh nghiệm với vị trí BI/DA- Thành thạo PowerBI, thành thạo SQL (join phức tạp, bảng tạm, stored procedures)- Định hướng phát triển mạnh về DA (nghiêng về đầu bussiness nhiều hơn là technical)- Khả năng giao tiếp, tư duy mạch lạc, ham thích giải quyết vấn đề- Đọc hiểu tiếng Anh phục vụ việc học tập, nghiên cứu thêm tài liệu."
Thực Tập Sinh Lập Trình Viên Python,https://www.topcv.vn/viec-lam/thuc-tap-sinh-lap-trinh-vien-python/1202387.html?ta_source=ITJobs_LinkDetail,Công ty TNHH Giải pháp và Công nghệ Nam Sơn,Thoả thuận,Hà Nội,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"- Sinh viên hoặc mới tốt nghiệp chuyên ngành Công nghệ thông tin, Hoặc các ngành có liên quan.- Nhanh nhẹn, sáng tạo, có đam mê và hoài bão- Có kiến thức, kỹ năng lập trìnhC++/Python cơ bản trở lên (được đào tạo thêm trong quá trình thực tập)- Có kiến thức, kỹ năng sử dụng Linux cơ bản (được đào tạo thêm trong quá trình thực tập)- Có khả năng làm việc độc lập và làm việc nhóm tốt.- Sự ham học hỏi, sáng tạo và có khả năng giải quyết vấn đề."
Thực Tập Sinh Python,https://www.topcv.vn/viec-lam/thuc-tap-sinh-python/1157799.html?ta_source=ITJobs_LinkDetail,Công ty TNHH 1 thành viên công nghệ và truyền thông 3i,Thoả thuận,Hà Nội,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"• Là sinh viên đã tốt nghiệp chuyên ngành Công nghệ thông tin, Toán tin, Khoa học máy tính, Kỹ thuật phần mềm, Điện tử viễn thông... hoặc các chuyên ngành có liên quan.• Bắt buộc phải làm việc FULLTIME.• Nắm vững những kiến thức lập trình cơ bản Web (HTML, CSS, Database...), sử dụng Python từ 4 tháng, biết về GIT.• Tư duy lập trình tốt và có niềm đam mê công nghệ và muốn phát triển trong lĩnh vực này.• Có khả năng Tiếng Anh tự đọc và tìm hiểu tài liệu.• Chịu khó tìm tòi học hỏi, tác phong làm việc chuyên nghiệp, năng động, cầu tiến, có trách nhiệm với công việc."
"Lập Trình Viên .Net Core, Angular",https://www.topcv.vn/viec-lam/lap-trinh-vien-net-core-angular/1195098.html?ta_source=ITJobs_LinkDetail,Công ty TNHH 1 thành viên công nghệ và truyền thông 3i,Thoả thuận,"Hà Nội, Hồ Chí Minh",Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,"– Từ 3-5 năm kinh nghiệm làm việc với ngôn ngữ lập trình C, .Net Core– Angular. Bao gồm code base có sẵn và các plugin tự viết thêm, HTML 5, CSS3, typescript , OOP, plugin...– .NET Core, sử dụng entity framework core..– Sử dụng các Pattern sau: Repository Pattern/UnitOfWork, IoC/DI, Service Pattern, API Pattern, Command Pattern(cho đồng bộ dữ liệu).– Cấu trúc code base theo Onion Architecture.– Quản lý code bằng GIT, TFS.– Mô hình triển khai theo microservice, ưu tiên biết sử dụng kèm MQ để đồng bộ dữ liệu.– Database: MS SQL Server, Oracle. Chạy mô hình HA.- Có khả năng tìm hiểu công nghệ, đọc hiểu tài liệu tiếng anh- Có tinh thần trách nhiệm, nhanh nhẹn, nghiêm túc trong công việc"
Backend Developer (Java/ Nodejs/.Net),https://www.topcv.vn/viec-lam/backend-developer-java-nodejs-net/1268409.html?ta_source=ITJobs_LinkDetail,Công ty Cổ phần Đầu tư và Công nghệ HTI,Tới 30 triệu,Hà Nội,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"Tốt nghiệp đại học loại trở lên chuyên ngành CNTT hoặc các chuyên ngành liên quanNhiệt tình và yêu thích công nghệKhả năng giao tiếp tốt.Có kinh nghiệm từ 2 năm sử dụng tối thiểu một ngôn ngữ lập trình back-end (Java, C#, NodeJS, Ruby, Python...)Có kinh nghiệm với một trong những database: MySQL, Oracle, DB2, Postgres – Được đào tạo nếu chưa có kinh nghiệm & đảm bảo đủ kiến thức nền tảng"
Java Backend Developer (Middle/Senior),https://www.topcv.vn/viec-lam/java-backend-developer-middle-senior/1228661.html?ta_source=ITJobs_LinkDetail,Viettel Software,Tới 40 triệu,Hà Nội,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"Ít nhất từ 3-5 năm kinh nghiệm. Thành thạo Java Core, các framework Java như Spring, Struts, Hibernate ... và một số design pattern thông dụngTư duy về thiết kế hướng đối tượng và nắm vững kiến thức về cấu trúc dữ liệu và giải thuật, lập trình hướng đối tượng ...Thành thạo SQL, PLSQL, có kiến thức về các hệ quản trị cơ sở dữ liệu Oracle/MySQL, noSQL, có khả năng tối ưu CSDLCó kinh nghiệm về FE Angular/Reactjs là lợi thếCó bằng cử nhân từ Cao đẳng trở lên các ngành CNTT hoặc các ngành liên quanƯu tiên ứng viên có kinh nghiệm lead team"
Intern Business Development (Korean Market),https://www.topcv.vn/viec-lam/intern-business-development-korean-market/1268311.html?ta_source=ITJobs_LinkDetail,Công ty CP Phần mềm MOR,Tới 5 triệu,Hà Nội,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"Sinh viên có thể đi thực tập fulltime tại văn phòngTiếng Hàn Topik 5 trở lên, giao tiếp tốtSinh viên theo học các chuyên ngành tiếng Hàn, CNTT tại các trường cao đẳng, đại họcCó kinh nghiệm sales, CSKH, Marketing là một lợi thế lớnCó kỹ năng giao tiếp tốt, trình bày vấn đề logic.Có khả năng lập kế hoạch và quản lý tốtCó thể sử dụng và giao tiếp được tiếng Anh là lợi thế lớn."
"Senior Java Engineer (AWS, English)",https://www.topcv.vn/viec-lam/senior-java-engineer-aws-english/1268232.html?ta_source=ITJobs_LinkDetail,Travel and Pay Software Solution,Thoả thuận,Hồ Chí Minh,Nhân viên,4 năm,Toàn thời gian,Không yêu cầu,"3+ years of proven hands-on Java Software Development experienceStrong knowledge of modern software engineering principles, patterns, and best practices. Understanding of micro-service and serverless architectures.Experience designing and developing Restful APIsExperience with cloud-native data stores and data processing systemsExperience in developing/deploying solutions to AWS Cloud"
Thực Tập Sinh Thiết Kế Website,https://www.topcv.vn/viec-lam/thuc-tap-sinh-thiet-ke-website/1084542.html?ta_source=ITJobs_LinkDetail,Công ty TNHH TM DV Nina,Thoả thuận,Hồ Chí Minh,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,"Kinh nghiệm làm việc trong lĩnh vực sản xuất nội dung đa phương tiện và quảng cáo, nếu không sẽ được trainingSử dụng thành thạo các công cụ biên tập video, thiết kế đồ họa và phần mềm quảng cáoHiểu biết về quy trình làm landing page và quảng cáo trực tuyến.
Có trách nhiệm trong công việc
Đảm bảo thời gian
Ưu tiên có hiểu biết cơ bản về Digital.
Chủ động teamwork, có khả năng làm việc onlineNăng động và nhiệt tình với công việc"
Nodejs Developer,https://www.topcv.vn/viec-lam/nodejs-developer/1268705.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH TƯ VẤN CÔNG NGHỆ 247,Thoả thuận,Hà Nội,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"Ít nhất 1 năm kinh nghiệm làm việc NodeJSCó khả năng xác định, tiếp nhận, phân tích, xử lý vấn đề.Có kiến thức nền tảng, cấu trúc dữ liệu, thuật toán tốt.Có kinh nghiệm làm việc với Linux, Docker...Có kiến thức cơ bản với các giao thức mạng TCP/IP, HTTP và Websocket.Thành thạo làm việc với ít nhất 1 cơ sở dữ liệu.Có kiến thức tốt về phát triển NodeJS, ít nhất một framework NodeJS như Express, Nest, v.v.Có kiến thức tốt về phát triển dịch vụ web (RESTful).Có kiến thức và kinh nghiệm với cơ sở dữ liệu SQL / NoSQL và ngôn ngữ truy vấn khai báo của chúngSử dụng thành thạo công cụ quản lý source code version như Git."
Frontend Tech Lead (English Speaking),https://www.topcv.vn/viec-lam/frontend-tech-lead-english-speaking/1210538.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN AHT TECH,Thoả thuận,Hà Nội,Nhân viên,4 năm,Toàn thời gian,Không yêu cầu,"From 4-5 years of experience working as a Frontend DeveloperExcellent knowledge of frontend technologies, including but not limited to HTML, CSS (SASS, LESS, Critical), JavascriptStrong experience building web applications on frameworks and libraries such as ReactJS, VueJS or Angular/AngularJSExperience with a variety of projects: Edtech, Ecommerce, Fintech,...Having experience with server or other programming languages is an advantageHaving lead team experience is preferredHaving good English communication is an advantage"
Manual Tester (Dự Án E-Commerce),https://www.topcv.vn/viec-lam/manual-tester-du-an-e-commerce/1268912.html?ta_source=ITJobs_LinkDetail,Tigren Solutions,7 - 15 triệu,Hà Nội,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,"Tốt nghiệp Cao đẳng/ Đại học hoặc có chứng chỉ chuyên ngành Tester Có kinh nghiệm trong lĩnh vực kiểm thử phần mềm website ecommerce hoặc mobile app từ 6 tháng trở lên Am hiểu về quy trình phát triển phần mềm và các giai đoạn kiểm thử Có kinh nghiệm lập các Test Plan, thiết kế các Test case, Test Data Ưu tiên ứng viên vó kinh nghiệm làm việc với một trong các nền tảng: Magento, Shopify hoặc WordPress. Có tư duy logic, kỹ năng phân tích và giải quyết vấn đề, khả năng đọc hiểu tài liệu tiếng anh cơ bản, khả năng giao tiếp Tiếng Anh là một lợi thế."
Android Developer (Outsource/Onsite),https://www.topcv.vn/viec-lam/android-developer-outsource-onsite/1268941.html?ta_source=ITJobs_LinkDetail,Công Ty Cổ Phần Công Nghệ VMO Holdings,Thoả thuận,Hà Nội,Nhân viên,4 năm,Toàn thời gian,Không yêu cầu,"Có kinh nghiệm xây dựng các ứng dụng Android Native sử dụng ngôn ngữ Java/Kotlin Sử dụng tốt Android Studio và các công cụ phát triển, quản lý source code Có kinh nghiệm sử dụng các thư viện của Google và các third party libraries khác Có kinh nghiệm làm việc với RESTFUL API, JSON, XML, Navigation Component Có kinh nghiệm làm việc với Firebase Cloud Messaging, Firebase Analytics Có kinh nghiệm làm việc với Kotlin Jetpack Compose, coroutines kotlin, Clean architecture"
Senior Backend Developer (Nest JS/Typescript ),https://www.topcv.vn/viec-lam/senior-backend-developer-nest-js-typescript/734498.html?ta_source=ITJobs_LinkDetail,Công Ty Cổ Phần Công Nghệ VMO Holdings,"Tới 3,000 USD",Hà Nội,Trưởng nhóm,3 năm,Toàn thời gian,Không yêu cầu,"Từ 4 năm kinh nghiệm phát triển phần mềmLàm việc được với cả native Javascript (import/export of Modules, promise, async wait, callbacks) và Typescript với Node.JSCó kinh nghiệm với MEAN stack, Socket.io, NestJS, các công cụ hỗ trợ build và quản lý process: gulp, webpack, babel, esm, pm2, nodemon,...Sử dụng thành thạo RESTfull APIs và các cơ chế xác thực danh tính (Cookies, JWT)Kinh nghiệm thiết kế và xây dựng cơ sở dữ liệu với Mysql/SQL Server/MongodbCó kinh nghiệm làm việc với các hệ thống quản lý version, quản lý lỗi: Git, Jira...Có kinh nghiệm CI /CD với các tùy chọn như CircleCI, Jenkin hoặc Bitbucket, Gitlab...Có kinh nghiệm thiết kế kiến trúc hệ thống microserviceCó kinh nghiệm làm việc với quy trình phát triển phần mềm Agile- ScrumTiếng Anh có thể giao tiếp tốt với khách hàng ( Thị Trường Mỹ )Đã có kinh nghiệm quản lý teamTinh thần cầu tiến, cởi mở và thích học hỏi. Tư duy sáng tạo và giải quyết vấn đề tốtCó kinh nghiệm với frontend ReactJS là lợi thế"
Visual Basic Application Developer,https://www.topcv.vn/viec-lam/visual-basic-application-developer/1227349.html?ta_source=ITJobs_LinkDetail,Công ty Cổ phần Mirabo,15 - 30 triệu,Hà Nội,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"1) Yêu cầu cơ bản Ít nhất 2 năm kinh nghiệm code Visual Basic hoặc C# (framework VB.NET) Có kinh nghiệm phát triển với SQL ServerCó tinh thần trách nhiệm cao và cố gắng để hoàn thành tốt công việc. Có kỹ năng rất tốt về Excel Thành thạo kĩ năng debug, điều trả và sửa lỗi source code. Có kinh nghiệm về phát triển Agile, quy trình SCRUM Kỹ năng phân tích xử lý vấn đề tốt Làm việc độc lập hoặc theo nhóm để đáp ứng yêu cầu của dự án Chịu khó tìm hiểu và học tập những xu hướng mới nhất trong thiết kế và phát triển web"
IOS Developer,https://www.topcv.vn/viec-lam/ios-developer/1267757.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ TRUYỀN THÔNG TCOM,Tới 25 triệu,Hà Nội,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"1 năm kinh nghiệm trở lên với lập trình iOS.Tiếng Anh giao tiếp tốt.Biết và nắm vững về Swift (chính) , Objective-C (lợi thế), XCode, UIKit, CocoaPod.Có kinh nghiệm về Git, Social Network API, Firebase, Facebook SDK.Có kinh nghiệm làm việc với cache, cơ sở dữ liệu: SQLite, Realm, CoreData.Biết và nắm vững về các mô hình phát triển ứng dụng (MVC, MVP, và MVVM) là một lợi thế.Kinh nghiệm trong việc tối ưu hoá hiệu năng ứng dụng, bộ nhớ, nắm vững design pattern là một một thế."
Developer Java Spring,https://www.topcv.vn/viec-lam/developer-java-spring/1228724.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN CÔNG NGHỆ GIÁO DỤC F8,Trên 20 triệu,Hồ Chí Minh,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,"Require:At least Bachelor's or Engineer's Degree in Information Technology, Computer Science, or related fieldsExperience in Java and related technologies (JavaScript, Spring5, Spring Boot, J2EE, JSP, MSA, React, etc.)At least 3+ years working experience after graduationIntention to improve the ability & try hard with positive thinkingHaving good communication and problem-solving skillKorean speaking priorityPreferred Qualifications:Experience working with Cloud based technologies such as AWS, Azure, Google Cloud Platform is highly preferred.Experience working with the following DB : Oracle, MySQL, PostgreSQL, MongoDB, MariaDB, MS SQL ServerExperience working with ERP(HR, Procurement, Finance), MES(Manufacturing Execution System for Smart Factory), SCM(Marketing)"
Middle Vuejs Developer,https://www.topcv.vn/viec-lam/middle-vuejs-developer/1268164.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN CÔNG NGHỆ GIÁO DỤC F8,Trên 15 triệu,Hà Nội,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,"Có kinh nghiệm lập trình trên 3 năm với các dự án làm về các ngôn ngữ: VueJS, jQuery, Html5, Css3, SCSS, Javascript.Có kinh nghiệm debug, fix, cải thiện hiệu năng của phần mềm sử dụng developer toolCó kinh nghiệm thiết kế API, thực hiện mock API và unit test là một lợi thếCó kinh nghiệm tích hợp và hỗ trợ team trong việc tích hợp RESTful APICó kinh nghiệm backend là một lợi thế"
Designer Staff,https://www.topcv.vn/viec-lam/designer-staff/1268429.html?ta_source=ITJobs_LinkDetail,Công ty TNHH Vietry,Thoả thuận,Hồ Chí Minh,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"- Từ 1-2 năm kinh nghiệm làm việc tại vị trí Web designer hoặc UI designer. - Có kinh nghiệm thiết kế website, banner, brochure, poster, menu.......... của Nhật là một lợi thế. - Sử dụng thành thạo các phần mềm thiết kế (Photoshop, Illustrator, XD, Figma ...) - Có kiến thức về HTML5, CSS3, JavaScript hoặc jQuery là một lợi thế."
Trưởng Nhóm SEO Marketing/ SEO Marketing Leader,https://www.topcv.vn/viec-lam/truong-nhom-seo-marketing-seo-marketing-leader/1268909.html?ta_source=ITJobs_LinkDetail,Công ty Cổ phần Đầu tư HBR Holdings,18 - 25 triệu,Hà Nội,Trưởng nhóm,3 năm,Toàn thời gian,Không yêu cầu,"Có > 3 năm kinh nghiệm ở mảng SEOWEB Đã từng làm quản lý team SEO.Sử dụng thành thạo các công cụ hỗ trợ seo như: Ahref, Keywordtool, các công cụ hỗ trợ.Giao tiếp nội bộ tốt, có khả năng làm việc với các team phòng ban khác với thái độ sẵn sàng - hợp tác, hỗ trợ.Có khả năng đào tạo nhân viên, giúp nhân viên phát triển kỹ năng.Khả năng lắng nghe và luôn chủ động, không ngừng học hỏi nâng cấp bản thân, đội nhóm."
Project Manager (ERP),https://www.topcv.vn/viec-lam/project-manager-erp/1268384.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN AHT TECH,Tới 40 triệu,Hồ Chí Minh,Quản lý / Giám sát,3 năm,Toàn thời gian,Không yêu cầu,"At least 3 years of experience in project management, with a focus on ERP implementation projects.Strong understanding of ERP systems, with experience in Odoo being preferred.Excellent communication skills in English, with a strong ability to listen and comprehend.Proven ability to estimate project timelines and budgets based on WBS analysis and resource allocation.Familiarity with key business processes in industries such as Manufacturing, Commerce, and Services.Experience in implementing ERP projects for educational institutions is a plus.Background in Odoo or experience transitioning from a Business Analyst (Functional Consultant) role would be advantageous.Knowledge about Agile project implementation processSkilled in problem solving, negotiation with customers, team managementHaving project management certification (such as ACP, PMI, PMP) is preferred"
Technical Leader (Fullstack),https://www.topcv.vn/viec-lam/technical-leader-fullstack/1268435.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN AHT TECH,Tới 70 triệu,Hà Nội,Nhân viên,5 năm,Toàn thời gian,Không yêu cầu,"Minimum 5 years of experience in software development (webs, web-apps, applications,..), with at least 1 year in a Tech Lead or equivalent roleProficiency in programming languages such as JavaScript, Python, Java, PHP, Golang...Proficient with front-end frameworks like React, Vue, or Angular, as well as back-end frameworks like Django, Spring Boot, NodeJS, Laravel, etcFluent English (both written and verbal) to effectively work in an international environmentExperience in designing systems on Cloud (AWS, GCP, Azure) or On-premise for various systemsIn-depth understanding of deploying large systems, Distributed Systems, Microservices, Cloud, K8S,..Experience in integrating multiple systems using different standards, ESB, WSO2, etc., is preferredProficiency in drawing C4 models, UML, and detailed system models is a plusOpen mindset to learn other technology stacks (AIoT, Embedded,...)Strong leadership skills, team collaboration, and problem-solving abilitiesExecllent business mindset:Ability to receive inquiries directly from clients, then analyze and discuss among stakeholders for clarificationCan suggest good ideas/creative solutions to improve company‘s projects even if there is no problem at all"
Junior Hardware Engineer,https://www.topcv.vn/viec-lam/junior-hardware-engineer/1227208.html?ta_source=ITJobs_LinkDetail,VĂN PHÒNG ĐẠI DIỆN STYL SOLUTIONS PTE. LTD. TẠI THÀNH PHỐ HỒ CHÍ MINH,Thoả thuận,Hồ Chí Minh,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"Here at STYL Solutions, we encourage our employees to take initiative, propose ideas and provide them with the opportunity to dive into multiple projects. We are looking for candidates who possess the following:Education level: Bachelor’s degree in Electronic, Telecommunication, ComputerEngineering or equivalent.Have knowledge and experience in HW design schematic and/or layoutHave knowledge and experience in HW testingTechnical communication in English."
Senior Hardware Engineer,https://www.topcv.vn/viec-lam/senior-hardware-engineer/1227212.html?ta_source=ITJobs_LinkDetail,VĂN PHÒNG ĐẠI DIỆN STYL SOLUTIONS PTE. LTD. TẠI THÀNH PHỐ HỒ CHÍ MINH,Thoả thuận,Hồ Chí Minh,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,"Here at STYL Solutions, we encourage our employees to take initiative, propose ideas and provide them with the opportunity to dive into multiple projects. We are looking for candidates who possess the following:Education level: Bachelor’s degree in Electronic, Telecommunication, ComputerEngineering or equivalent.3 Years’ experience or above in Embedded Hardware Engineer or Electrical EngineerHave knowledge and experience in HW design schematic and/or layoutHave knowledge and experience in HW testingTechnical communication in English."
Head Of Data Management (Data Analyst) Tại Hà Nội,https://www.topcv.vn/viec-lam/head-of-data-management-data-analyst-tai-ha-noi/1261689.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH GIẢI PHÁP CÔNG NGHỆ ALETECH,Thoả thuận,Hà Nội,Trưởng/Phó phòng,5 năm,Toàn thời gian,Không yêu cầu,"Qualifications1. Educational Background:Bachelor's or Master’s degree in Computer Science, Data Science, or a related field.2. Experience:Minimum of 5 years of experience in data management, analytics, and visualization.Proven track record of successfully implementing data strategies in a business setting.3. Technical Skills:Proficiency in data analysis tools such as Python.Proficiency in SQL Server, Azure Blob Storage, and other relevant data storage technologies.Strong expertise in data visualization tools (e.g., Tableau, Power BI).4. Statistical Modeling and Machine Learning: Strong background in statistical modeling and machine learning techniques. Ability to apply advanced analytics to solve complex business problems.6. Language ProficiencyExceptional English language skills, both written and verbal.Ability to communicate complex technical concepts to non-technical stakeholders.7. Leadership and Collaboration:Demonstrated leadership and team management skills.Effective collaboration with cross-functional teams and excellent interpersonal skills.8. Analytical Thinking:Strong analytical and problem-solving skills, with meticulous attention to detail.Ability to translate complex data into actionable insights.9. Innovation and Continuous Learning:Commitment to staying updated on industry trends and emerging technologies.Proven ability to drive innovation in data management practices."
Business Development Executive,https://www.topcv.vn/viec-lam/business-development-executive/1269033.html?ta_source=ITJobs_LinkDetail,"PERSOLKELLY VIETNAM CO., LTD.",Thoả thuận,Hồ Chí Minh,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"Ít nhất 2 năm kinh nghiệm sales B2B.Có network với khối nhà máy, sản xuất, các khu công nghiệp,... với quy mô nhân sự từ 500 nhân viênCó kinh nghiệm trong lĩnh vực: dịch vụ nhân sự, sản phẩm phúc lợi nhân sự, ERP/CRM/HRS là một lợi thế.Nhanh nhạy, khéo léo trong giao tiếp, có kỹ năng networkingCó khả năng sử dụng tiếng Anh thành thạoLợi thế nếu có khả năng sử dụng tiếng Trung"
VMware Engineer,https://www.topcv.vn/viec-lam/vmware-engineer/1269031.html?ta_source=ITJobs_LinkDetail,CÔNG TY TRÁCH NHIỆM HỮU HẠN GIẢI PHÁP TOÀN CẦU IIJ VIỆT NAM,Thoả thuận,Hồ Chí Minh,Nhân viên,5 năm,Toàn thời gian,Không yêu cầu,"MUST:• Capability to design, implement, operate, and manage VMware vCenter, ESXi and otherVMware products.• 1+ years of experience as a VMware engineer• 1+ years of experience of VMware-based system or platform operation.• Experience and knowledge of Linux and Windows Server OS.• Knowledge of basic networking (TCP/IP fundamentals)• Excellent communication skills and ability to collaborate across a complex organization.• Intermediate English. BETTER TO HAVE:• Experience with VMware system over 10 ESXi hosts.• VMware Advanced Certified Engineer 6.5 or 7.0• Experience with the management and operational use of monitoring tools such as Zabbix,Grafana, PRTG, Cacti."
System Administrator,https://www.topcv.vn/viec-lam/system-administrator/1269026.html?ta_source=ITJobs_LinkDetail,CÔNG TY TRÁCH NHIỆM HỮU HẠN GIẢI PHÁP TOÀN CẦU IIJ VIỆT NAM,Thoả thuận,Hồ Chí Minh,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"• Experience with Administration Linux • VMware Cloud Director, vRealize Log Insight, NSX-T, vRealize Operations Manager... (will be trained after join)• Understanding of storage (SAN\NAS) connectivity from VSphere, mounting LUNs (iSCSI).• Logical thinking, discipline, careful, honest• Ability to research, learn to work effectively• Intermediate\advanced speaking, reading, and writing skills in English"
Tester,https://www.topcv.vn/viec-lam/tester/1269023.html?ta_source=ITJobs_LinkDetail,CÔNG TY TRÁCH NHIỆM HỮU HẠN GIẢI PHÁP TOÀN CẦU IIJ VIỆT NAM,Thoả thuận,Hồ Chí Minh,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,"MUST:Bachelor’s degree in business computer, Information Technology, Computer Science or any related fields.From 3 years of experience as a QC Engineer/ Software Tester (manual testing experience is required; automated testing is a plus).Experienced in creating, and maintaining test artifacts (test plans, test cases, test scenarios, test reports...).Experienced with reviewing test cases, test plans, testing documents.Experienced with API testing, Soap UI ...Experienced in Scrum teams.Good logical thinking, analyzing.The ability to learn new things.Must be honest, careful, self-disciplined, and self-motivated.Proactive, friendly, and open.BETTER TO HAVE:Having good supervisory and leadership skills.Knowledge of the cloud/security/ Infrastructure domainExperienced in automation testing.Good English communication."
System Engineer,https://www.topcv.vn/viec-lam/system-engineer/1269013.html?ta_source=ITJobs_LinkDetail,CÔNG TY TRÁCH NHIỆM HỮU HẠN GIẢI PHÁP TOÀN CẦU IIJ VIỆT NAM,Thoả thuận,Hồ Chí Minh,Nhân viên,5 năm,Toàn thời gian,Không yêu cầu,"• 2+ years of experience in Windows/Linux• Strong experience with VMware products• 24x7 on call support• MCSE or LPI certified Experience working with Linux/Windows• Experience with Active Directory, DNS, SFTP, NTP, SSH, Syslog servers.• Good understanding of Networking layer 1, 2, and 3 networking issues• Strong Analytical and problem-solving skills with high attention to detail• Logical thinking, discipline, careful, honest• Ability to research, learn to work effectively.• Intermediate speaking, reading, and writing skills in English• Applicants should meet age preference from 25 to 35"
Frontend Developer (ReactJs/ NextJs) - Upto 40M,https://www.topcv.vn/viec-lam/frontend-developer-reactjs-nextjs-upto-40m/1252400.html?ta_source=ITJobs_LinkDetail,"MARUSYS VINA CO.,LTD",Tới 40 triệu,Hà Nội,Nhân viên,4 năm,Toàn thời gian,Không yêu cầu,"1.Work ExperienceAt least 3-5+ years hands-on experience in below languages, frameworks and libraries :NextJS, ReactJSJavascript & Typescript (>= ES6)HTML, CSS3, Bootstrap/Tailwind CSSRESTful API, SocketFamiliar with:Webpack, EslintYarn, Npm/PnpmFigma/ ZeplinDockerGit (Github / Gitlab)PostmanJIRA, SlackBuild reusable components/modules for future use.Clear understanding of server side rendering, client side rendering and static site generationExperience in responsive UI: know how to make sure the UI works in multiple resolutions, know how to make sure the UI is rendered fast on mobile.Collaborate with Back-end developers to integrate user-facing elements with server-side logic.Experience in building Restful API in NodeJs (Express/NestJs/KoaJs) and communicating with Database(Mysql/Postgres, MongoDB, Redis)Good problem solving, organizational and time management skillsKeen on learning new tech stacks and frameworks2. KnowledgeHave strong interest and basic understanding in AI tools such as ChatGPT & Copilot[Essential] Know how to write clean and efficient code, reivew code[Essential] Process of Code Versioning (SVN, Git)[Preference] Knowledge of Agile Scrum development process is a plus[Preference] Understanding of software development process and design3.Skills and attitudeGood Written English skill, Verbal English Communication is a big plus Good problem-solving skills, thorough, sincere, responsible, understanding mindsetLogical thinking required as an engineer.Experience working independently and as part of a team. Active communication internally and externally"
