Size company,Salary,Level,Year of Experience,Contract Type,Sex,Programming Language,Language,Location
1-9,10000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
10-24,12000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Khác
1-9,11500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,python,Không yêu cầu,Hà Nội
25-99,21500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,23500000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,java,tiếng anh,Hồ Chí Minh
100-499,15000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
1000+,19500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,c#,Không yêu cầu,Hà Nội
1000+,19500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hà Nội
100-499,20500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,c#,Không yêu cầu,Hà Nội
100-499,17500000.0,Nhân viên,1 năm,Toàn thời gian,Nam,java,tiếng anh,Hà Nội
25-99,9000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
5000+,17500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
5000+,17500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,27500000.0,Trưởng nhóm,3 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
1000+,11000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hà Nội
100-499,30000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hồ Chí Minh
5000+,23500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
500-1000,28000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Hà Nội
500-1000,24500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
100-499,22500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hồ Chí Minh
100-499,11500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
100-499,9000000.0,Nhân viên,1 năm,Toàn thời gian,Nam,php,Không yêu cầu,Hồ Chí Minh
100-499,10000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
5000+,23500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,26500000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
25-99,40000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,kotlin,Không yêu cầu,Hồ Chí Minh
25-99,40000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hồ Chí Minh
100-499,20000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,34000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,php,Không yêu cầu,Hà Nội
25-99,34000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,python,Không yêu cầu,Hà Nội
25-99,10000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
25-99,40000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,typescript,Không yêu cầu,Hồ Chí Minh
25-99,40000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,php,Không yêu cầu,Hồ Chí Minh
25-99,40000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,python,Không yêu cầu,Hồ Chí Minh
25-99,40000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hồ Chí Minh
100-499,35000000.0,Nhân viên,5 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Khác
1000+,18500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,22500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,24000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,3500000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
100-499,26500000.0,Nhân viên,4 năm,Toàn thời gian,Không yêu cầu,c#,tiếng anh,Hà Nội
100-499,40000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
500-1000,10000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Khác
100-499,15000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,27600000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
25-99,4000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hà Nội
100-499,15000000.0,Nhân viên,1 năm,Toàn thời gian,Nữ,Khác,Không yêu cầu,Hà Nội
25-99,22500000.0,Nhân viên,3 năm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hồ Chí Minh
100-499,22500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
500-1000,25000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
5000+,24150000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
25-99,8000000.0,Thực tập sinh,Dưới 1 năm,Thực tập,Không yêu cầu,Khác,tiếng anh,Hà Nội
100-499,15000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
25-99,12500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,php,tiếng anh,Hồ Chí Minh
25-99,12500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Hồ Chí Minh
5000+,25000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
25-99,20000000.0,Nhân viên,1 năm,Toàn thời gian,Nam,java,Không yêu cầu,Hà Nội
25-99,20000000.0,Nhân viên,1 năm,Toàn thời gian,Nam,php,Không yêu cầu,Hà Nội
100-499,8500000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hà Nội
100-499,18000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
25-99,34500000.0,Nhân viên,1 năm,Toàn thời gian,Nam,c,tiếng anh,Hà Nội
25-99,20000000.0,Nhân viên,1 năm,Toàn thời gian,Nam,kotlin,tiếng anh,Hà Nội
25-99,20000000.0,Nhân viên,1 năm,Toàn thời gian,Nam,java,tiếng anh,Hà Nội
100-499,17500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
500-1000,37500000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
10-24,17500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
25-99,17500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Khác
100-499,30000000.0,Trưởng nhóm,3 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,21500000.0,Trưởng nhóm,3 năm,Toàn thời gian,Không yêu cầu,python,Không yêu cầu,Hà Nội
25-99,12000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng nhật,Hà Nội
500-1000,12500000.0,Nhân viên,2 năm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hà Nội
100-499,5000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,8500000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Thực tập,Không yêu cầu,c++,Không yêu cầu,Hà Nội
100-499,8500000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Thực tập,Không yêu cầu,python,Không yêu cầu,Hà Nội
100-499,8500000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Thực tập,Không yêu cầu,kotlin,Không yêu cầu,Hà Nội
100-499,8500000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Thực tập,Không yêu cầu,c,Không yêu cầu,Hà Nội
100-499,8500000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Thực tập,Không yêu cầu,java,Không yêu cầu,Hà Nội
100-499,22500000.0,Nhân viên,1 năm,Toàn thời gian,Nam,kotlin,Không yêu cầu,Hà Nội
100-499,22500000.0,Nhân viên,1 năm,Toàn thời gian,Nam,java,Không yêu cầu,Hà Nội
25-99,20000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,c#,Không yêu cầu,Hồ Chí Minh
25-99,20000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hồ Chí Minh
25-99,20000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hồ Chí Minh
10-24,3000000.0,Thực tập sinh,Dưới 1 năm,Toàn thời gian,Không yêu cầu,typescript,Không yêu cầu,Hà Nội
10-24,3000000.0,Thực tập sinh,Dưới 1 năm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hà Nội
500-1000,15000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
25-99,32500000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hồ Chí Minh
500-1000,25000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
500-1000,26450000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hồ Chí Minh
500-1000,42500000.0,Trưởng nhóm,5 năm,Toàn thời gian,Không yêu cầu,typescript,tiếng anh,Hà Nội
500-1000,42500000.0,Trưởng nhóm,5 năm,Toàn thời gian,Không yêu cầu,python,tiếng anh,Hà Nội
10-24,20000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,kotlin,Không yêu cầu,Hà Nội
10-24,20000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
500-1000,26450000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng nhật,Khác
500-1000,26450000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,typescript,Không yêu cầu,Đà Nẵng
10-24,41400000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
25-99,1500000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Thực tập,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,2000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Nữ,Khác,Không yêu cầu,Hà Nội
100-499,3500000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hồ Chí Minh
100-499,3500000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,php,Không yêu cầu,Hồ Chí Minh
25-99,27500000.0,Nhân viên,Trên 5 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,10000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hồ Chí Minh
25-99,12500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
100-499,23500000.0,Trưởng nhóm,2 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Khác
100-499,35000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hà Nội
100-499,15500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
100-499,21000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,php,tiếng nhật,Hà Nội
100-499,21000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,php,tiếng anh,Hà Nội
25-99,30000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
10-24,12000000.0,Nhân viên,1 năm,Toàn thời gian,Nam,Khác,tiếng anh,Hồ Chí Minh
25-99,11500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
25-99,11500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,10000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
100-499,17500000.0,Nhân viên,1 năm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hà Nội
100-499,20000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Đà Nẵng
100-499,17500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,8000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hồ Chí Minh
25-99,11000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,26000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,python,Không yêu cầu,Hà Nội
25-99,10000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
25-99,10000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hà Nội
25-99,11500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,30000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng nhật,Hồ Chí Minh
100-499,30000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
100-499,20000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,12000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
100-499,13800000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
100-499,42500000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
500-1000,25000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,php,tiếng anh,Hà Nội
500-1000,25000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Hà Nội
100-499,4000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Bán thời gian,Không yêu cầu,Khác,tiếng nhật,Hà Nội
100-499,4000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Bán thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
25-99,7000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Khác
100-499,35000000.0,Nhân viên,4 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,15000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Khác
100-499,18500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,php,Không yêu cầu,Hà Nội
100-499,30000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng nhật,Hồ Chí Minh
25-99,25000000.0,Nhân viên,4 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,15000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,20000000.0,Nhân viên,4 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
10-24,10000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,php,Không yêu cầu,Hồ Chí Minh
100-499,23000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,java,tiếng anh,Hồ Chí Minh
100-499,23000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,php,tiếng anh,Hồ Chí Minh
100-499,23000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,python,tiếng anh,Hồ Chí Minh
100-499,10000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
100-499,10000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,python,Không yêu cầu,Hà Nội
100-499,10000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
5000+,16000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hồ Chí Minh
100-499,23500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,24000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,java,tiếng nhật,Hà Nội
25-99,24000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,java,tiếng anh,Hà Nội
25-99,4500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Bán thời gian,Không yêu cầu,python,Không yêu cầu,Hà Nội
100-499,20000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,java,tiếng anh,Hà Nội
100-499,27500000.0,Trưởng nhóm,2 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
100-499,17500000.0,Nhân viên,2 năm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hồ Chí Minh
100-499,20000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,10000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
500-1000,28750000.0,Quản lý / Giám sát,3 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Khác
10-24,17500000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,20000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,c#,Không yêu cầu,Hà Nội
25-99,28750000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
10-24,14000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
100-499,21500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
100-499,21500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,php,Không yêu cầu,Hà Nội
25-99,16500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,24000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,dart,tiếng anh,Hà Nội
100-499,36500000.0,Nhân viên,4 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
100-499,27500000.0,Trưởng nhóm,4 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,18500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,php,Không yêu cầu,Hà Nội
10-24,12500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
10-24,22500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hà Nội
10-24,20000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,kotlin,Không yêu cầu,Hà Nội
10-24,20000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
100-499,36500000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
10-24,15000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,php,tiếng anh,Hà Nội
10-24,15000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Hà Nội
1000+,10500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,15000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,php,Không yêu cầu,Hà Nội
100-499,17000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,typescript,tiếng anh,Hồ Chí Minh
100-499,15000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
25-99,21500000.0,Trưởng nhóm,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Khác
25-99,15000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Khác
25-99,15000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,c,Không yêu cầu,Khác
25-99,15000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,php,Không yêu cầu,Khác
25-99,15000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,python,Không yêu cầu,Khác
100-499,10000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hà Nội
25-99,9500000.0,Nhân viên,1 năm,Toàn thời gian,Nữ,Khác,Không yêu cầu,Hà Nội
25-99,34500000.0,Nhân viên,4 năm,Toàn thời gian,Không yêu cầu,c,tiếng nhật,Hà Nội
25-99,34500000.0,Nhân viên,4 năm,Toàn thời gian,Không yêu cầu,c,tiếng anh,Hà Nội
25-99,26500000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hồ Chí Minh
10-24,7000000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
500-1000,42500000.0,Nhân viên,5 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
500-1000,32500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
500-1000,35000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
25-99,14000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,php,Không yêu cầu,Hà Nội
25-99,14000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hà Nội
100-499,43700000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,kotlin,Không yêu cầu,Đà Nẵng
100-499,43700000.0,Nhân viên,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Đà Nẵng
500-1000,30000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,32000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
500-1000,19000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,c#,Không yêu cầu,Hà Nội
500-1000,19000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hà Nội
100-499,16500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,php,Không yêu cầu,Hà Nội
100-499,16500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,javascript,Không yêu cầu,Hà Nội
100-499,40000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,c++,tiếng anh,Hà Nội
100-499,30000000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
25-99,500000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Hà Nội
100-499,29900000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
100-499,27600000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
10000+,27500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
100-499,11500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Khác
100-499,25000000.0,Nhân viên,5 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
100-499,35000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
25-99,25000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
100-499,35000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,java,tiếng anh,Hà Nội
100-499,35000000.0,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,javascript,tiếng anh,Hà Nội
100-499,35000000.0,Nhân viên,4 năm,Toàn thời gian,Không yêu cầu,typescript,Không yêu cầu,Hồ Chí Minh
100-499,35000000.0,Nhân viên,4 năm,Toàn thời gian,Không yêu cầu,php,Không yêu cầu,Hồ Chí Minh
100-499,35000000.0,Nhân viên,4 năm,Toàn thời gian,Không yêu cầu,python,Không yêu cầu,Hồ Chí Minh
100-499,3000000.0,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
25-99,10000000.0,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
100-499,25000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hà Nội
25-99,21500000.0,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,java,Không yêu cầu,Hà Nội
100-499,28750000.0,Nhân viên,4 năm,Toàn thời gian,Không yêu cầu,Khác,tiếng anh,Hồ Chí Minh
100-499,14000000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hà Nội
500-1000,8000000.0,Nhân viên,1 năm,Toàn thời gian,Nam,Khác,Không yêu cầu,Hồ Chí Minh
500-1000,8500000.0,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,Khác,Không yêu cầu,Hồ Chí Minh
